link,date_time,original_text,length,geo_hint,engagement_signal,product_hint,stage,primary_breakdown_point,channel,root_cause,emotion,emotion_severity,summary_insight,actionability_score_5,fixability_score_5,evidence_strength
https://twitter.com/DUSHYAN76041779/status/2041890449510821997#m,"Apr 8, 2026","Dear ICICI Lombard & Maruti Suzuki,मैं अपने insurance claim MOT17322979 के गलत rejection के खिलाफ अपनी आवाज उठा रहा हूँ।मेरे क्लेम को “Driver Impairment” बताकर reject किया गया, जो पूरी तरह गलत है।यह मेरे साथ अन्याय है। #InsuranceFraud #ConsumerRights @ICICILombard @Maruti_Corp",277,unknown,2,unknown,Claims Experience,Claims Rejection,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,"Customer is raising voice against the wrong rejection of their insurance claim (MOT17322979) by ICICI Lombard, stating it was rejected for 'Driver Impairment' which is incorrect and an injustice.",4,3,Medium
https://twitter.com/gaffar_advisor/status/2041781645678932017#m,"Apr 8, 2026","Summer plans? Flights booked.Hotels confirmed.Itinerary ready. But is your trip protected? This summer, plan smarter. Travel with ICICI Lombard Travel Insurance.  #ICICILombard #TravelInsurance #PlanYourYearRight #HappyJourneys",227,unknown,0,travel,Pre-Sale Misrepresentation,Product Inquiry,Digital / App / Website,Misrepresentation / Incomplete Explanation,Confusion,Low,"Customer is considering travel plans and is being prompted to consider ICICI Lombard Travel Insurance for trip protection, implying a pre-sale interaction or inquiry.",3,4,Low
https://twitter.com/BharatheshGm/status/2041738557216453081#m,"Apr 8, 2026","@ICICILombard I have a medical policy of ICICI Lombard, I had an OPD appointment but doctor was not avaialble on scheduled time, now as a customer, I am unable to book further OPD since its asking to upload prescription, due to mistake from doctor end I am suffering, please help",279,unknown,1,health,Servicing & Policy Admin,Process / Documentation Friction,Unknown,Process / Documentation Friction,Confusion,Medium,"ICICI Lombard medical policy: Had an OPD appointment but doctor was not available on scheduled time, now unable to book further OPD as it asks to upload prescription, due to mistake from doctor end I am suffering, please help.",3,3,Medium
https://twitter.com/sabyasachi9589/status/2041517445777703146#m,"Apr 7, 2026","Even after providing all the documents from the hospital, ICICI Lombard rejected the cashless claim request. The claim was sent in the name of my brother Rudra Prasad Tripathy and they rejected it by putting the ICICI account in my name as Sabyasachi Tripathy. Policy number: 110100994286 @LombardICICI @ICICILombard @1cfe7a556ce84b6 @MoHFW_INDIA",346,unknown,2,health,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Confusion,Medium,"ICICI Lombard rejected a cashless claim request due to a name mismatch between the hospital documents (Rudra Prasad Tripathy) and the policyholder's name (Sabyasachi Tripathy), despite providing all required documents.",3,3,Medium
https://twitter.com/geekyranjit/status/2041488388310863979#m,"Apr 7, 2026","I saw that video, sorry for him.  I feel the biggest culprit was that Icici Lombard Insurance agent, it should have been labeled as 100% loss, I also feel that service center ppl were incompetent they should have also asked the Insurance company for 100% loss write off.   This is not the first time I am seeing bad stuff from ICICI Lombard insurance, my friend had a minor car accident and they were making all sorts of excuses to give a Claim that was just for 75K, Had to apply a lot of pressure then only he got the claim.",526,unknown,3,car,Claims Experience,Claim Settlement,Agent / Advisor,Misrepresentation / Incomplete Explanation,Anger,High,"ICICI Lombard insurance agent was a culprit in a car accident claim, leading to a 100% loss for the customer. Service center staff were also incompetent. The customer's friend also faced significant pressure to get a 75K claim approved after a minor car accident.",2,2,Medium
https://twitter.com/prashant8180094/status/2041455675373756506#m,"Apr 7, 2026","@ICICILombard  Your surveyor working is not upto mark for Car insurance claim. Survey done on last Thursday, multiple call with him and pathetic response and results. Is this the way ICICI Lombard is dealing with customer now a days? Getting poor day by day....",261,unknown,3,car,Claims Experience,Claim Investigation,Claims / TPA,Process / Documentation Friction,Anger,Medium,"The customer is complaining about the surveyor's work for a car insurance claim from ICICI Lombard, stating the survey was done last Thursday and the response and results are pathetic after multiple calls.",3,3,Medium
https://twitter.com/GokuCryptoo/status/2040158754961002574#m,"Apr 3, 2026",@ICICILombard @irdaindia icici lombard is one of the worst insurance company and surverior person is corrupted .  i have icici motar new bike insurance .i had an accident .i have fir and all medical docoments still they rejected my claim . @consumercourtin #lombard #insurance,276,unknown,1,motor,Claims Experience,Claim Rejection,Unknown,Process / Documentation Friction,Anger,High,"Event: Accident. Process: Filed claim with FIR and medical documents. Outcome: Claim rejected by ICICI Lombard, with the customer alleging corruption by the surveyor.",3,2,Medium
https://twitter.com/Aks_vma/status/2039922963731173764#m,"Apr 3, 2026",@PhonePe @ICICILombard — I’ve been receiving the same repeated response for the last 2 days with no resolution. Requesting urgent intervention from ICICI Lombard and Ministry of Finance.This delay is causing serious inconvenience. Please resolve this urgently. #Insurance #Urgent,279,unknown,2,unknown,Servicing & Policy Admin,Service Request Delay,Digital / App / Website,Process / Documentation Friction,Anger,High,Event: Customer interaction with ICICI Lombard via PhonePe. Process: Repeatedly receiving the same response for 2 days with no resolution. Outcome: Urgent intervention requested due to delay causing serious inconvenience.,4,3,Medium
https://twitter.com/ICICILombard/status/2039613769555272175#m,"Apr 2, 2026","Dear Mulrajsinh,  We hope you are keeping well.  Your case is reviewed thoroughly and we regret to inform you that your claim has been repudiated due to delay in FIR and intimation to ICICI Lombard.  Thank you for giving us the opportunity to serve you.",253,unknown,0,health,Claims Experience,Claim Rejection,Claims / TPA,Process / Documentation Friction,Resignation,Medium,Claim has been repudiated due to delay in FIR and intimation to ICICI Lombard.,3,2,Medium
https://twitter.com/ICICILombard/status/2039588405324009617#m,"Apr 2, 2026","Hi Keshav, we understand your concern regarding the calls received and regret the inconvenience caused. Please be assured that at ICICI Lombard, we treat customer data privacy with utmost importance and do not share your personal or medical details with unauthorized third parties. We would like to look into this further for you, please share your contact details via DM so we can review this and get back to you. https://nitter.net/messages/compose?recipient_id=42367037",472,unknown,0,unknown,Servicing & Policy Admin,Privacy Concern,Unknown,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Customer is concerned regarding calls received and ICICI Lombard states they treat customer data privacy with utmost importance and do not share personal or medical details with unauthorized third parties, requesting contact details to review.",4,4,Medium
https://twitter.com/CRE_Dynamics/status/2039002966070563226#m,"Mar 31, 2026",@AxisBankSupport I have taken axis bank loan. Today without my authorisation axis bank bought icici Lombard general insurance on my behalf. This is a serious breach of trust.  I’m going to raise this in media as well as consumer forum if I don’t get an apology and my money refund,280,unknown,1,unknown,Onboarding & Policy Understanding,Unknown,Bank / Bancassurance,Misrepresentation / Incomplete Explanation,Betrayal,High,Event: Loan taken from Axis Bank. Process: Axis Bank purchased ICICI Lombard general insurance without customer authorization. Outcome: Customer feels a breach of trust and demands an apology and refund.,4,3,Medium
https://twitter.com/human4380/status/2038866734913089559#m,"Mar 31, 2026",@irdaindia @ICICILombard @IRDA_OFICIAL @FinMinIndia @nsitharamanoffc @nsitharaman   Company Name: ICICI LOMBARD Claim no- 110100988986.. Patient Name Naveen Khanna..claim has been rejected multiple times   Even after submitting all required documents,250,unknown,3,unknown,Claims Experience,Unknown,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Claim filed for patient Naveen Khanna (Claim no- 110100988986). Process: Claim has been rejected multiple times despite submitting all required documents. Outcome: Claim rejection.,4,2,Medium
https://twitter.com/lovesharmalks14/status/2038843995884012013#m,"Mar 31, 2026","Extremely frustrated with the pathetic service from ICICI Lombard. No reply to emails, no one answers calls, and on X they keep posting the same “our team will reach out” response but nobody actually contacts me. This is unacceptable customer support. @ICICILombard #froud",272,unknown,1,unknown,Servicing & Policy Admin,Unknown,Digital / App / Website,Communication / Language Barrier,Anger,High,"Event: Customer seeking service for an insurance policy. Process: No reply to emails, calls unanswered, and generic responses on X (formerly Twitter). Outcome: Frustration and lack of resolution due to poor customer support.",5,4,Medium
https://twitter.com/0xbool/status/2038162216701382697#m,"Mar 29, 2026","@ICICILombard @ICICIBank_Care Very poor customer support from ICICI Lombard. Renewal payment was successfully made 2 days ago through the payment link shared by your team, but no renewal document has been issued yet. I am still receiving messages saying my policy will not be",275,unknown,3,unknown,Servicing & Policy Admin,Policy Issuance,Digital / App / Website,Process / Documentation Friction,Anger,High,"Renewal payment was successfully made 2 days ago through the payment link shared by your team, but no renewal document has been issued yet. I am still receiving messages saying my policy will not be",3,3,Medium
https://twitter.com/gnanambalam/status/2037867736068743657#m,"Mar 28, 2026","i have asked and raise i5ssue with icici lombard. They are not sending premium chart , just calling and age 56 falls in higher premium. With them for last 4 years and no claims. this for 30 lakhs ( 3 members )",209,unknown,1,unknown,Servicing & Policy Admin,Premium Chart,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,Medium,"i have asked and raise i5ssue with icici lombard. They are not sending premium chart , just calling and age 56 falls in higher premium. With them for last 4 years and no claims. this for 30 lakhs ( 3 members )",3,4,Medium
https://twitter.com/skshri/status/2037863259894874254#m,"Mar 28, 2026",@PMOIndia @ICICILombard @irdaindia My daughter was hospitalized for lip ulcers. Unrelated to any PED. ICICI Lombard rejected the claim citing PED. Doctor confirmed in writing it’s not linked to PCOS (earlier advised only as precaution). Unfair claim denial.,257,unknown,2,health,Claims Experience,Claim Denial,Claims / TPA,Misrepresentation / Incomplete Explanation,Betrayal,High,My daughter was hospitalized for lip ulcers. Unrelated to any PED. ICICI Lombard rejected the claim citing PED. Doctor confirmed in writing it’s not linked to PCOS (earlier advised only as precaution). Unfair claim denial.,2,2,High
https://twitter.com/RameshwarN91595/status/2037834373438054454#m,"Mar 28, 2026","@ICICILombard I submitted a claim for the Daily Cash Benefit under my ICICI Lombard policy.  I would like to inform you that my main hospitalization claim with Zuno Health Insurance has already been settled. Further, ICICI Lombard has also settled my two Daily Cash Benefit",273,unknown,0,unknown,Claims Experience,Claim Settlement,Claims / TPA,Unknown,unknown,Low,"I submitted a claim for the Daily Cash Benefit under my ICICI Lombard policy. I would like to inform you that my main hospitalization claim with Zuno Health Insurance has already been settled. Further, ICICI Lombard has also settled my two Daily Cash Benefit",4,5,Medium
https://twitter.com/RameshwarN91595/status/2037834071016194217#m,"Mar 28, 2026",@ICICILombard To The Grievance Redressal Officer ICICI Lombard General Insurance Company Ltd. Head Office – Mumbai  Subject: Complaint Regarding Delay and Unjustified Query – Claim Nos. SCM056162341 & SCM056162326,213,Mumbai,0,unknown,Claims Experience,Claim Delay,Claims / TPA,Process / Documentation Friction,Anger,High,To The Grievance Redressal Officer ICICI Lombard General Insurance Company Ltd. Head Office – Mumbai Subject: Complaint Regarding Delay and Unjustified Query – Claim Nos. SCM056162341 & SCM056162326,2,3,High
https://twitter.com/AgrawalAdarsh/status/2037768125194842136#m,"Mar 28, 2026",@ICICILombard Amount deducted for car insurance policy renewal premium but policy issuance has been denied by #ICICI Lombard. Refund is still pending even after 15 days.  #icicilombard #carinsurance #insurance,209,unknown,1,car,Servicing & Policy Admin,Policy Issuance,Digital / App / Website,Process / Documentation Friction,Anger,High,Amount deducted for car insurance policy renewal premium but policy issuance has been denied by #ICICI Lombard. Refund is still pending even after 15 days.,2,3,Medium
https://twitter.com/skaagarwal/status/2036875441022406679#m,"Mar 25, 2026","No senior officer of icici Lombard is bothering to contact with me. Icici Lombard agent is not providing the service. So I requestwd to remove his name from my policy so that I could get the service from Local office, moradabad. But you are not supporting me.",259,"Moradabad, India",1,unknown,Servicing & Policy Admin,Agent / Advisor,Agent / Advisor,Process / Documentation Friction,Resignation,Medium,"The customer's request to remove an agent from their policy with ICICI Lombard to get service from the local office in Moradabad was not supported, and no senior officer contacted them.",2,2,Medium
https://twitter.com/JonathanDsylva/status/2036764266813104546#m,"Mar 25, 2026","1. Policy number: 3005/383846075/00/000 valid from March 18,2025 to March 17, 2026 - NCB bonus of 50% applied 2.  Policy number: 3005/432827891/00/000 valid from March 16,2026 to March 15, 2027 - NCB bonus of  50% NOT applied  The policy number 3005/432827891/00/000 has a validity date which overlaps with the previous policy. It has been shown as a new policy instead of a renewal policy and NCB benefit has not been applied which is totally incorrect.   It is pertinent to note that ICICI Lombard has issued a second policy on March 13,2026 with a policy start date of March 16,2026 although the previous policy was valid till March 17, 2026 @ICICILombard",658,unknown,2,unknown,Servicing & Policy Admin,Agent / Advisor,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,High,"A customer received two ICICI Lombard policies with overlapping validity dates, where the second policy was treated as new instead of a renewal, resulting in the incorrect non-application of an NCB bonus.",3,3,Medium
https://twitter.com/VikashS84414932/status/2036654317432922308#m,"Mar 25, 2026","@ICICILombard Dear ICICI Lombard, I am Vikas Sharma I had given my car for insurance claim, which as per the insurance should have been claimed in L Seb but it is not being done. Way not claim total L seb body damage Someone also takes insurence for this so that if there is any",278,Mumbai Maharashtra,1,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Confusion,Medium,"Vikas Sharma gave his car for an insurance claim to ICICI Lombard, which should have been covered under 'L Seb' but is not being processed.",3,3,Medium
https://twitter.com/VikashS84414932/status/2036523271659856051#m,"Mar 24, 2026","@ICICILombard Way not claim L seb body claim part MH03EF3369 vikash Sharma from Mumbai Maharashtra chembur Call me and talk to me Dear ICICI Lombard, I am Vikas Sharma, I had given my car for insurance claim, which as per the insurance should have been claimed in L Seb but it is",279,Mumbai Maharashtra,1,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Confusion,Medium,"Vikas Sharma from Mumbai, Maharashtra, is inquiring about why his car insurance claim (MH03EF3369) for 'L Seb' body damage is not being processed by ICICI Lombard.",3,3,Medium
https://twitter.com/VikashS84414932/status/2036522603574370698#m,"Mar 24, 2026","@ICICILombard Dear ICICI Lombard, I am Vikas Sharma, I had given my car for insurance claim, which as per the insurance should have been claimed in L Seb but it is not being done. Way not claim total L seb body damage Someone also takes insurance for this so that if there is any",279,unknown,1,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Confusion,Medium,Vikas Sharma is asking ICICI Lombard why his car insurance claim for 'L Seb' body damage (MH03EF3369) is not being processed as per the insurance policy.,3,3,Medium
https://twitter.com/VikashS84414932/status/2036517678400282996#m,"Mar 24, 2026","@ICICILombard Dear ICICI Lombard, I am Vikas Sharma, I had given my car for insurance claim, which as per the insurance should have been claimed in L Seb but it is not being done. Way not claim total L seb body damage MH03EF3369 @MantriSanjeev",243,unknown,0,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Confusion,Medium,Vikas Sharma is inquiring with ICICI Lombard about the non-processing of his car insurance claim for 'L Seb' body damage (MH03EF3369).,3,3,Medium
https://twitter.com/policybazaar/status/2036466688947003415#m,"Mar 24, 2026","Hi Pavan, following your discussion with the team, you have successfully booked the renewal for all 3 ICICI Lombard Health Insurance policies. Should you need any further assistance, please feel free to reach out. We’re happy to help.  Aastha PW58077",250,unknown,0,health,Onboarding & Policy Understanding,Servicing & Policy Admin,Agent / Advisor,Unknown,Resignation,Low,"Pavan successfully renewed 3 ICICI Lombard Health Insurance policies following a discussion with the team, and assistance is offered for further help.",4,4,Medium
https://twitter.com/skaagarwal/status/2036432555717828634#m,"Mar 24, 2026","@ICICILombard  I have complaint against your Icici Lombard agent through email as per attached email, but till now no solution provided by Icici Lombard seniors officers. I am sending again by again reminders. I need to remove the name of the agent from my current health policy.",279,unknown,1,health,Servicing & Policy Admin,Agent Issue,Agent / Advisor,Misrepresentation / Incomplete Explanation,Anger,High,"Customer filed a complaint via email against an ICICI Lombard agent, but has not received a solution from ICICI Lombard senior officers despite sending repeated reminders, and needs to remove the agent's name from their current health policy.",3,2,Medium
https://twitter.com/surendrapalsha9/status/2036372025229582691#m,"Mar 24, 2026","Trying to connect for a medical health check-up, but no response from anyone. Extremely disappointing service from ICICI Lombard. Kindly look into this urgently. #CustomerService #HealthInsurance @ICICILombard @ICICIBank @IRDA_OFICIAL",234,unknown,1,health,Servicing & Policy Admin,Service Request,Unknown,Process / Documentation Friction,Confusion,Medium,"Customer is trying to connect for a medical health check-up but is receiving no response from ICICI Lombard, leading to disappointment.",4,3,Medium
https://twitter.com/BhatiFaheem/status/2036371191552942429#m,"Mar 24, 2026",@ICICILombard utterly disappointing experience. Took car insurance from ICICI Lombard (ahmedabad)- and now agent has canceled it due to company’s error. Money stuck plus last day of my old insurance. Poor response and worst experience. Pls help !!!!!,250,Ahmedabad,2,car,Servicing & Policy Admin,Policy Cancellation,Agent / Advisor,Process / Documentation Friction,Anger,High,"Customer took car insurance from ICICI Lombard in Ahmedabad, but the agent canceled it due to a company error, resulting in stuck money and the expiry of the old insurance on the last day, with poor response from the company.",4,3,Medium
https://twitter.com/ICICILombard/status/2036031771888767405#m,"Mar 23, 2026","activate DND from ICICI Lombard Kindly confirm  We understand that waiting for a resolution may not have been easy, and we truly value your patience through the process.    Should you need any further clarification or assistance, please do reach out to us at 2/3",262,unknown,1,unknown,Servicing & Policy Admin,Service Request,Unknown,Unknown,Resignation,Medium,"Event: DND activation request. Process: Customer requested DND activation from ICICI Lombard and is awaiting confirmation. Outcome: Customer is experiencing a delay in confirmation and expresses patience, implying a lack of prompt resolution.",2,3,Medium
https://twitter.com/ICICILombard/status/2036031764905263308#m,"Mar 23, 2026","Dear Balakrishnan,    We hope you are keeping well.    Thank you for writing to us.  We have received your concerns regarding data breach issue  We would like to update you that as checked there is no Data leakage from ICICI LOMBARD, Further if you would like to 1/3",266,unknown,1,unknown,Servicing & Policy Admin,Query Resolution,Unknown,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Event: Customer raised concerns about a data breach. Process: ICICI Lombard investigated the claim. Outcome: ICICI Lombard denied any data leakage from their end, leaving the customer's concern unresolved.",2,2,Medium
https://twitter.com/CrickidaV/status/2036004523026874445#m,"Mar 23, 2026","Icici Lombard, cheated me to the core, in spite of me having Star policy for 7 years switched to ICICI Lombard under portability. Surprised to notice now, they didn't mention my earlier portable insurance details. Be careful guys with all insurance cos.",253,unknown,0,unknown,Onboarding & Policy Understanding,Policy Purchase,Agent / Advisor,Misrepresentation / Incomplete Explanation,Betrayal,High,Event: Customer switched from Star policy to ICICI Lombard. Process: ICICI Lombard allegedly did not mention the earlier portable insurance details during the switch. Outcome: Customer feels cheated and warns others about insurance companies.,1,1,Medium
https://twitter.com/VikashS84414932/status/2035946963099943414#m,"Mar 23, 2026",@ICICILombard dear sir I'm vikash Sharma from I'm given complaint recording my car ins. Claim MH03EF3369 please check and solve this and call me claim no MOT17387152 but not claim required part continue call to ICICI Lombard but not response very very bad sarvice ICICI Lombard,277,unknown,1,unknown,Claims Experience,Claim Processing,Claims / TPA,Process / Documentation Friction,Anger,High,"Event: Customer filed a car insurance claim (MOT17387152) for vehicle MH03EF3369. Process: Customer is continuously calling ICICI Lombard for claim resolution and required parts but is not receiving a response. Outcome: The claim is unresolved due to lack of response from ICICI Lombard, leading to a very bad service experience.",1,1,Medium
https://twitter.com/ICICILombard/status/2034242254521372928#m,"Mar 18, 2026","Dear Pradip,  Thank you for contacting ICICI Lombard.  We have received your case addressed through with regard to claim number MOxxxxx310.  We have reviewed your case and we confirm you that said claim is rejected per policy terms and conditions due to the below-mentioned remark:  Rejection Reason: The cause of loss shared did not match the vehicle actual condition, with key details missing or incorrect. This appears to be an attempt to withhold important facts about the loss, which is considered misrepresentation as per your policy terms. Therefore, your claim is not eligible for processing at this time. As per your policy term.  We look forward to continuing to serve you.",683,unknown,2,unknown,Claims Experience,Claims,Claims / TPA,Misrepresentation / Incomplete Explanation,Resignation,High,"Claim filed for a vehicle loss, ICICI Lombard reviewed the case and rejected the claim per policy terms and conditions because the cause of loss shared did not match the vehicle actual condition, with key details missing or incorrect, indicating an attempt to withhold important facts about the loss, which is considered misrepresentation as per policy terms.",2,1,Medium
https://twitter.com/RkMahajan21/status/2034179878438965430#m,"Mar 18, 2026","@ICICILombard CAUTION TO PUBLIC: If you take insrance policy from ICICI Lombard, you will have to fight for your rights. In my case it did not approve 25% of the claim even under Zero Dep Policy. It cited a provision of th Motor Vehicle Act but it could not produce any evidence.",279,unknown,0,unknown,Claims Experience,Claims,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Customer was cautioned that if they take a policy from ICICI Lombard, they will have to fight for their rights, as in their case, ICICI Lombard did not approve 25% of the claim even under a Zero Dep Policy, citing a provision of the Motor Vehicle Act without producing any evidence.",2,1,Medium
https://twitter.com/Akash_Gupta123/status/2033984243425284347#m,"Mar 17, 2026","Don't ever register a claim through policybazar.   I took ICICI Lombard insurance from PB. My claim was stuck somewhere but I resolved with icici and claim passed and settled, PB guy called and told me that claim will be passed in 24-48 Hrs.",241,unknown,0,unknown,Claims Experience,Claims Processing,Digital / App / Website,Process / Documentation Friction,Resignation,Medium,"Customer purchased ICICI Lombard insurance from Policybazaar. Their claim was initially stuck but resolved directly with ICICI Lombard. A Policybazaar representative then called, promising claim settlement within 24-48 hours.",3,3,Medium
https://twitter.com/sandeepk0505/status/2033944495717552491#m,"Mar 17, 2026","@ICICILombard Hi, I have applied for your Health policy  Elevate on 15/03/2026.and still it is not issued. Can you confirm why it is still not issued. Very pathetic and poor service by Icici Lombard company. Request you to kindly cancel it and refund my money.",260,unknown,1,health,Onboarding & Policy Understanding,Policy Issuance,Unknown,Process / Documentation Friction,Anger,High,Customer applied for ICICI Lombard Health policy 'Elevate' on 15/03/2026 and it has not been issued. Customer requests cancellation and refund due to poor service.,5,4,Medium
https://twitter.com/dharam35868/status/2033873500629569584#m,"Mar 17, 2026",@ICICI_Direct  ICICI Lombard इंश्योरेंस कभी ना करवाऐ लूटने का काम करते हैं कस्टमर को छोटा-मोटा टूट फूट होगा तो पास कर देंगे अगर ज्यादा टूट होगी तो नहीं करते हैं चोर हैं आईसीआईसीआई लोंबार्ड इंश्योरेंस कंपनी,205,unknown,1,unknown,Claims Experience,Claims Processing,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Customer states ICICI Lombard insurance is a scam, they pass small claims but reject larger ones. They call the company thieves.",2,2,Medium
https://twitter.com/ICICILombard/status/2033808516335460856#m,"Mar 17, 2026","Dear Neha,  Thank you for contacting ICICI Lombard.  We have received your case addressed to claim number IN13xxxx8675 and  INxxxxx8676.  We have shared the response on your registered email id, please refer the same.  We look forward to continuing to serve you.",262,unknown,0,unknown,Servicing & Policy Admin,Claim Processing,Digital / App / Website,Process / Documentation Friction,Resignation,Medium,Event: Claim filed for policy numbers IN13xxxx8675 and INxxxxx8676. Process: ICICI Lombard received the case and shared a response via email. Outcome: Response shared on registered email.,3,4,Medium
https://twitter.com/kilevrr02/status/2033788460914643002#m,"Mar 17, 2026","@ICICILombard it's not ICICI LOMBARD .. it's ICICI LABAAD.. once you take insurance u r locked under its valuable services..like to get your call disconnected, bagging of insurance claim..best surveyor and surveyors seniors...who never help u ...they just help u to be stuck",274,unknown,1,unknown,Servicing & Policy Admin,Claim Processing,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,Event: Customer purchased insurance from ICICI Lombard. Process: Claim was denied and calls were disconnected. Outcome: Customer feels locked into 'valuable services' that hinder claim resolution.,2,2,Medium
https://twitter.com/Zubbushaikzr/status/2033760529190424844#m,"Mar 17, 2026","@ICICILombard @irdaiindia @jagograhakjago @consaff Very poor experience with ICICI Lombard. Raised a vehicle claim 5 days ago & getting 4–5 repeated verification calls daily asking same details. Today I submitted my vehicle, but received another request to submit it again.",273,unknown,0,unknown,Servicing & Policy Admin,Claim Processing,Claims / TPA,Process / Documentation Friction,Anger,High,"Event: Customer raised a vehicle claim with ICICI Lombard 5 days ago. Process: Customer is receiving 4-5 repeated verification calls daily asking for the same details, and was asked to submit the vehicle again today despite submitting it previously. Outcome: Very poor experience with repeated verification calls and redundant requests.",2,3,Medium
https://twitter.com/yuvaraj1488948/status/2033533738727186737#m,"Mar 16, 2026","icici Lombard super topup rejected the policy for my father (age 60) and approved only for my mother. Rejection reason, My father had a right knee replacement surgery 15 months back. Is there a way to issue a policy with permanent exclusion? We applied thru agent.",264,unknown,1,health,Claims Experience,Rejection,Agent / Advisor,Product Design or Complexity,Confusion,Medium,"ICICI Lombard rejected a super top-up policy for the father due to a past knee replacement surgery, while approving it for the mother, and the user is asking about issuing a policy with a permanent exclusion.",3,2,Medium
https://twitter.com/datta_arvind/status/2033152199031971991#m,"Mar 15, 2026","These days as soon as you make the payment within a couple of minutes the policy copy is recieved on the email. As a agency partner we get and the client gets it. Atleast I can talk about ICICI Lombard with whom we work for Motor, Health, SME and travel insurance.",264,unknown,2,unknown,Onboarding & Policy Understanding,Policy Issuance,Agent / Advisor,Unknown,Resignation,Low,"As an agency partner, the user confirms that ICICI Lombard provides policy copies via email within minutes of payment for Motor, Health, SME, and travel insurance, indicating a smooth onboarding process.",5,5,Medium
https://twitter.com/SanjayYada7n/status/2033015180817510523#m,"Mar 15, 2026","🚨Many people are talking about the “Infinite Cover” feature in the Elevate health policy from ICICI Lombard.  👉But while studying the policy wording, one clause caught my attention - the 90-day clause.  👇Here is what most buyers don’t realise: ⚠ Even after the standard 30-day waiting period, some illnesses may still not be covered for 90 days from the policy start. The clause specifically mentions lifestyle diseases like: • Hypertension • Diabetes • Certain cardiac conditions  👇Meaning:- If someone buys the policy today and is diagnosed with any of these conditions within 90 days, the claim may not be payable.  This becomes important because these are some of the most common medical conditions in India today.  Another important point 👇 If you increase the sum insured later, the 90-day waiting period can apply again on the increased portion.  Most customers believe that once the 30-day waiting period is over, everything is covered.  But policy wording often tells a different story.  I’m not saying this policy is bad. But as advisors and customers, we must remember one thing: Features look attractive in brochures.  Real understanding comes from reading the policy wording.  If you ever feel confused about policy clauses, claim rules, or health insurance selection, feel free to reach out to me.  With 15+ years in insurance, I’m always happy to guide people so they don’t learn these things the hard way.  DM OR Comment- Guide me.   #HealthInsurance #InsuranceAwareness #PolicyWordings #InsuranceAdvisor #Mumbai #Banglore #Hyderabad #Chennai #Pune #Orisa #Lucknow #DelhiNCR #Indore #TamilNadu #Kolkata #icicilombard",1632,unknown,18,health,Onboarding & Policy Understanding,Policy Understanding,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,Medium,"The user highlights a 90-day waiting period clause in ICICI Lombard's Elevate health policy for lifestyle diseases like hypertension and diabetes, which is often not understood by customers even after the standard 30-day waiting period, and this can lead to claim rejection.",4,3,Medium
https://twitter.com/TheLazyFighter/status/2032757959223370195#m,"Mar 14, 2026","If it's having a wait period for some disease, isn't it the same as buying a new policy   Anyways how do i contact you for opinion on revising my family health policy .. current is icici Lombard ( if and what upgrades are required)",231,unknown,2,health,Onboarding & Policy Understanding,Servicing & Policy Admin,Unknown,Product Design or Complexity,Confusion,Medium,Event: Considering revising family health policy. Process: Inquiring about contacting the user for opinion on revising current ICICI Lombard policy and potential upgrades. Outcome: Seeking advice on policy revision.,3,3,Medium
https://twitter.com/RaghviLuthra/status/2032738410683888042#m,"Mar 14, 2026",I have rasied a insurance claim request on icici Lombard but its been 4 days the claim manager didn't contact me also when i call him he is not receiving call and cut the call everytime what is this behaviour.@ICICIBank @PMOIndia @jagograhakjago,245,unknown,3,unknown,Servicing & Policy Admin,Claims Experience,Claims / TPA,Process / Documentation Friction,Anger,High,"Event: Raised an insurance claim request on ICICI Lombard. Process: Claim manager has not contacted for 4 days, and when called, the manager is not receiving calls and cuts the call. Outcome: Lack of communication and responsiveness from the claim manager.",4,4,Medium
https://twitter.com/Sreenir/status/2032386545760764105#m,"Mar 13, 2026","If New India assurance company and Mediassit can approve the claim in one week and my son was dischareged from hospital after claim approval, why is ICICI Lombard taking more than 70 days to take a decision to approve or reject a claim?",236,unknown,0,health,Claims Experience,Claims Processing Delay,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Hospital discharge after claim approval. Process: ICICI Lombard taking more than 70 days to approve or reject a claim. Outcome: Significant delay in claim decision compared to other insurers.,3,3,Medium
